"","Partner.Name","Age","Gender","Airline.Status","Price.Sensitivity","Loyalty","Type.of.Travel","Total.Freq.Flyer.Accts","Class","Flights.Per.Year","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Flight.time.in.minutes","Flight.Distance","Flight.cancelled","Likelihood.to.recommend"
"873","Cool&Young Airlines Inc.","<24","Female","Blue","1","0.059 to 0.3768","Business travel","1","Eco Plus","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"874","Sigma Airlines Inc.","47-58","Male","Blue","1","<-0.75","Personal Travel","0","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"875","Southeast Airlines Co.","<24","Male","Silver","1","<-0.75","Business travel","0","Eco Plus","<6","LESS THAN 5 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"876","Oursin Airlines Inc.","25-35","Female","Blue","1","0.059 to 0.3768","Personal Travel","1+","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"877","Northwest Business Airlines Inc.","71+","Male","Gold","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","20 MINS TO 60 MINS","20 MINS TO 60 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"878","Southeast Airlines Co.","36-46","Male","Blue","2","-0.451 to 0.0588","Business travel","1","Eco","26-38","LESS THAN 5 MINS","5 MINS TO 10 MINS","180+ Minutes","1000.0+ MILES","No","0"
"879","FlyFast Airways Inc.","25-35","Male","Blue","1","0.3768+","Business travel","0","Eco","<6","0-60 Mins","60 MINS TO 180 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"880","Cheapseats Airlines Inc.","47-58","Female","Blue","1","<-0.75","Business travel","1","Business","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"881","Northwest Business Airlines Inc.","25-35","Female","Silver","1","0.3768+","Business travel","1","Eco Plus","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"882","Cheapseats Airlines Inc.","36-46","Female","Silver","2","-0.451 to 0.0588","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"883","OnlyJets Airlines Inc.","47-58","Female","Blue","2","-0.451 to 0.0588","Business travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","1"
"884","Northwest Business Airlines Inc.","47-58","Male","Silver","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"885","OnlyJets Airlines Inc.","71+","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","20 MINS TO 60 MINS","20 MINS TO 60 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"886","OnlyJets Airlines Inc.","47-58","Male","Blue","0","<-0.75","Business travel","0","Eco Plus","13-25","5 MINS TO 10 MINS","5 MINS TO 10 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"887","EnjoyFlying Air Services","47-58","Male","Blue","1","0.3768+","Business travel","1+","Eco","<6","0-60 Mins","60 MINS TO 180 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"888","Southeast Airlines Co.","36-46","Male","Blue","1","0.3768+","Business travel","1+","Eco Plus","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"889","Southeast Airlines Co.","57-71","Female","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"890","FlyToSun Airlines Inc.","36-46","Female","Blue","1","0.059 to 0.3768","Business travel","1+","Eco Plus","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"891","Southeast Airlines Co.","36-46","Female","Gold","1","<-0.75","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"892","Cheapseats Airlines Inc.","<24","Female","Blue","2","-0.451 to 0.0588","Business travel","1+","Eco","26-38","10 MINS TO 20 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"893","Paul Smith Airlines Inc.","25-35","Male","Blue","1","<-0.75","Business travel","1+","Eco","13-25","20 MINS TO 60 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"894","Paul Smith Airlines Inc.","71+","Female","Silver","2","-0.451 to 0.0588","Personal Travel","0","Eco","13-25","0","0","60 MINS TO 180 MINS","LESS THAN 400 MILES","Yes","0"
"895","FlyFast Airways Inc.","<24","Female","Blue","1","<-0.75","Business travel","1+","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"896","Oursin Airlines Inc.","36-46","Female","Blue","2","-0.451 to 0.0588","Mileage tickets","0","Eco","26-38","20 MINS TO 60 MINS","20 MINS TO 60 MINS","180+ Minutes","1000.0+ MILES","No","1"
"897","Cheapseats Airlines Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","10 MINS TO 20 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"898","Sigma Airlines Inc.","36-46","Female","Gold","1","-0.451 to 0.0588","Business travel","0","Eco Plus","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"899","Northwest Business Airlines Inc.","36-46","Female","Silver","1","0.3768+","Business travel","1+","Eco","<6","LESS THAN 5 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"900","Cheapseats Airlines Inc.","57-71","Female","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"901","FlyFast Airways Inc.","36-46","Female","Silver","2","<-0.75","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"902","Cool&Young Airlines Inc.","25-35","Male","Silver","1","<-0.75","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"903","Southeast Airlines Co.","47-58","Female","Blue","1","<-0.75","Personal Travel","1+","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"904","OnlyJets Airlines Inc.","25-35","Female","Blue","1","0.3768+","Personal Travel","1+","Eco","<6","20 MINS TO 60 MINS","5 MINS TO 10 MINS","180+ Minutes","1000.0+ MILES","No","0"
"905","EnjoyFlying Air Services","71+","Female","Gold","2","<-0.75","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"906","Oursin Airlines Inc.","36-46","Male","Silver","2","0.059 to 0.3768","Mileage tickets","1","Eco","6-12","20 MINS TO 60 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"907","Cheapseats Airlines Inc.","36-46","Female","Blue","2","-0.451 to 0.0588","Business travel","0","Business","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"908","Oursin Airlines Inc.","36-46","Male","Blue","2","-0.451 to 0.0588","Personal Travel","0","Business","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"909","Southeast Airlines Co.","36-46","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Business","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"910","Cheapseats Airlines Inc.","47-58","Male","Blue","2","-0.451 to 0.0588","Mileage tickets","0","Eco","26-38","5 MINS TO 10 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"911","FlyFast Airways Inc.","36-46","Male","Silver","1","<-0.75","Business travel","1","Eco","26-38","5 MINS TO 10 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"912","GoingNorth Airlines Inc.","25-35","Male","Blue","1","0.3768+","Mileage tickets","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"913","Oursin Airlines Inc.","<24","Male","Blue","1","-0.451 to 0.0588","Mileage tickets","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"914","Southeast Airlines Co.","36-46","Male","Silver","1","0.3768+","Business travel","1","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"915","EnjoyFlying Air Services","36-46","Male","Blue","1","<-0.75","Business travel","0","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"916","FlyToSun Airlines Inc.","47-58","Male","Silver","1","0.3768+","Business travel","1+","Eco","<6","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"917","Northwest Business Airlines Inc.","47-58","Male","Silver","1","0.059 to 0.3768","Business travel","1","Eco","13-25","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"918","Cheapseats Airlines Inc.","<24","Female","Blue","1","<-0.75","Business travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"919","FlyFast Airways Inc.","57-71","Male","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","26-38","LESS THAN 5 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"920","Oursin Airlines Inc.","71+","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"921","OnlyJets Airlines Inc.","47-58","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"922","FlyFast Airways Inc.","57-71","Male","Blue","1","<-0.75","Business travel","0","Eco","<6","LESS THAN 5 MINS","5 MINS TO 10 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"923","EnjoyFlying Air Services","47-58","Male","Blue","2","-0.451 to 0.0588","Business travel","0","Eco","13-25","LESS THAN 5 MINS","5 MINS TO 10 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"924","Cheapseats Airlines Inc.","36-46","Female","Platinum","1","<-0.75","Business travel","0","Eco Plus","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"925","Cool&Young Airlines Inc.","36-46","Female","Blue","1","0.3768+","Business travel","1+","Eco","<6","10 MINS TO 20 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"926","Northwest Business Airlines Inc.","25-35","Male","Blue","2","0.3768+","Mileage tickets","0","Eco","<6","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","0"
"927","Oursin Airlines Inc.","47-58","Male","Blue","1","<-0.75","Business travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"928","FlyHere Airways","47-58","Female","Silver","1","<-0.75","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"929","FlyHere Airways","36-46","Male","Silver","1","<-0.75","Business travel","1+","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"930","Cheapseats Airlines Inc.","36-46","Female","Silver","0","-0.451 to 0.0588","Business travel","1+","Eco","26-38","10 MINS TO 20 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"931","Southeast Airlines Co.","25-35","Male","Blue","1","-0.451 to 0.0588","Personal Travel","0","Business","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"932","FlyFast Airways Inc.","36-46","Female","Blue","1","0.059 to 0.3768","Personal Travel","1+","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"933","Cheapseats Airlines Inc.","36-46","Male","Blue","1","<-0.75","Business travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"934","FlyToSun Airlines Inc.","25-35","Female","Blue","1","0.059 to 0.3768","Business travel","1","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"935","Sigma Airlines Inc.","47-58","Female","Blue","1","<-0.75","Business travel","1","Eco","<6","20 MINS TO 60 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"936","Northwest Business Airlines Inc.","47-58","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Eco Plus","13-25","LESS THAN 5 MINS","10 MINS TO 20 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"937","Northwest Business Airlines Inc.","36-46","Male","Blue","1","-0.451 to 0.0588","Business travel","1","Eco","13-25","10 MINS TO 20 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"938","Oursin Airlines Inc.","47-58","Female","Blue","2","<-0.75","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"939","Sigma Airlines Inc.","36-46","Male","Blue","1","<-0.75","Business travel","1","Eco","13-25","20 MINS TO 60 MINS","20 MINS TO 60 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"940","Northwest Business Airlines Inc.","36-46","Female","Gold","1","-0.451 to 0.0588","Business travel","1+","Eco","6-12","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"941","Northwest Business Airlines Inc.","47-58","Male","Silver","0","0.3768+","Personal Travel","1","Eco Plus","6-12","LESS THAN 5 MINS","180+ Minutes","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"942","Sigma Airlines Inc.","47-58","Female","Silver","2","<-0.75","Business travel","1","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"943","Northwest Business Airlines Inc.","36-46","Male","Silver","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","LESS THAN 5 MINS","180+ Minutes","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"944","Sigma Airlines Inc.","25-35","Female","Blue","1","0.3768+","Business travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"945","Cheapseats Airlines Inc.","57-71","Male","Gold","1","<-0.75","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"946","Sigma Airlines Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"947","Oursin Airlines Inc.","36-46","Male","Blue","2","<-0.75","Mileage tickets","1+","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"948","Southeast Airlines Co.","25-35","Female","Blue","1","0.3768+","Personal Travel","1+","Eco Plus","<6","10 MINS TO 20 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"949","Oursin Airlines Inc.","<24","Male","Silver","1","-0.451 to 0.0588","Business travel","0","Eco Plus","13-25","LESS THAN 5 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"950","EnjoyFlying Air Services","25-35","Male","Blue","2","-0.451 to 0.0588","Business travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"951","EnjoyFlying Air Services","<24","Male","Blue","1","0.3768+","Business travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"952","Oursin Airlines Inc.","57-71","Female","Blue","0","-0.451 to 0.0588","Business travel","0","Eco Plus","13-25","LESS THAN 5 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"953","OnlyJets Airlines Inc.","<24","Female","Blue","2","<-0.75","Business travel","0","Eco","6-12","20 MINS TO 60 MINS","5 MINS TO 10 MINS","180+ Minutes","1000.0+ MILES","No","0"
"954","Cheapseats Airlines Inc.","25-35","Male","Blue","2","0.3768+","Business travel","1","Eco","<6","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"955","Southeast Airlines Co.","47-58","Female","Silver","1","0.059 to 0.3768","Business travel","1","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"956","Southeast Airlines Co.","47-58","Male","Blue","1","-0.451 to 0.0588","Personal Travel","1+","Eco","6-12","LESS THAN 5 MINS","20 MINS TO 60 MINS","180+ Minutes","1000.0+ MILES","No","1"
"957","Southeast Airlines Co.","25-35","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","0"
"958","Northwest Business Airlines Inc.","<24","Female","Blue","1","0.3768+","Business travel","1","Eco Plus","<6","LESS THAN 5 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"959","OnlyJets Airlines Inc.","25-35","Female","Blue","2","0.3768+","Business travel","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"960","FlyFast Airways Inc.","36-46","Male","Blue","2","-0.451 to 0.0588","Mileage tickets","1+","Eco","13-25","0-60 Mins","60 MINS TO 180 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"961","Cheapseats Airlines Inc.","57-71","Male","Blue","2","0.059 to 0.3768","Business travel","0","Business","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"962","Cheapseats Airlines Inc.","25-35","Male","Blue","1","<-0.75","Personal Travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"963","Sigma Airlines Inc.","36-46","Female","Silver","1","0.059 to 0.3768","Business travel","1+","Eco","13-25","20 MINS TO 60 MINS","20 MINS TO 60 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"964","Paul Smith Airlines Inc.","57-71","Female","Gold","2","<-0.75","Personal Travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","400 MILES TO 1000.0 MILES","No","0"
"965","Cheapseats Airlines Inc.","71+","Female","Blue","2","-0.451 to 0.0588","Business travel","0","Eco","26-38","20 MINS TO 60 MINS","20 MINS TO 60 MINS","180+ Minutes","1000.0+ MILES","No","0"
"966","Sigma Airlines Inc.","36-46","Male","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"967","Oursin Airlines Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"968","FlyFast Airways Inc.","57-71","Female","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"969","Oursin Airlines Inc.","57-71","Female","Blue","2","-0.451 to 0.0588","Business travel","0","Eco","13-25","LESS THAN 5 MINS","20 MINS TO 60 MINS","180+ Minutes","1000.0+ MILES","No","0"
"970","Southeast Airlines Co.","57-71","Female","Platinum","1","0.3768+","Business travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"971","OnlyJets Airlines Inc.","47-58","Male","Blue","2","-0.451 to 0.0588","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"972","Southeast Airlines Co.","57-71","Female","Silver","1","-0.451 to 0.0588","Business travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"973","Northwest Business Airlines Inc.","57-71","Male","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","38+","0-60 Mins","60 MINS TO 180 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"974","EnjoyFlying Air Services","47-58","Female","Gold","1","<-0.75","Personal Travel","0","Eco","13-25","0-60 Mins","180+ Minutes","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
