"","Destination.City","Origin.City","Airline.Status","Age","Gender","Price.Sensitivity","Year.of.First.Flight","Flights.Per.Year","Loyalty","Type.of.Travel","Total.Freq.Flyer.Accts","Shopping.Amount.at.Airport","Eating.and.Drinking.at.Airport","Class","Day.of.Month","Flight.date","Partner.Code","Partner.Name","Origin.State","Destination.State","Scheduled.Departure.Hour","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Flight.cancelled","Flight.time.in.minutes","Flight.Distance","Likelihood.to.recommend","olong","olat","dlong","dlat","freeText"
"392","Atlanta, GA","Pittsburgh, PA","Blue","57-71","Male","1",2004,"26-38","-0.451 to 0.0588","Personal Travel","0",60,60,"Eco",2,"2/2/14","DL","Sigma Airlines Inc.","Pennsylvania","Georgia",11,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-79.951,40.457,-84.3319,33.8241,NA
"393","Atlanta, GA","Orlando, FL","Blue","36-46","Female","2",2008,"13-25","-0.451 to 0.0588","Business travel","1+",0,75,"Business",21,"1/21/14","DL","Sigma Airlines Inc.","Florida","Georgia",7,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-81.4112,28.5844,-84.3319,33.8241,NA
"394","Providence, RI","Cleveland, OH","Blue","47-58","Male","1",2005,"13-25","-0.451 to 0.0588","Business travel","1",0,60,"Eco",16,"3/16/14","EV","FlyFast Airways Inc.","Ohio","Rhode Island",11,"LESS THAN 5 MINS","10 MINS TO 20 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-81.6054,41.4436,-71.3974,41.7763,NA
"395","Atlanta, GA","Pittsburgh, PA","Blue","36-46","Male","2",2006,"13-25","<-0.75","Personal Travel","1+",0,175,"Eco",7,"1/7/14","FL","FlyHere Airways","Pennsylvania","Georgia",10,"LESS THAN 5 MINS","5 MINS TO 10 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-79.951,40.457,-84.3319,33.8241,NA
"396","Orlando, FL","Austin, TX","Blue","25-35","Male","2",2007,"<6","0.3768+","Business travel","1+",0,40,"Eco",8,"2/8/14","WN","Cheapseats Airlines Inc.","Texas","Florida",11,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-97.7615,30.3585,-81.4112,28.5844,NA
"397","San Diego, CA","Phoenix, AZ","Blue","57-71","Female","2",2012,"26-38","-0.451 to 0.0588","Business travel","0",0,90,"Eco",18,"1/18/14","WN","Cheapseats Airlines Inc.","Arizona","California",8,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","1",-111.97,33.4941,-117.1288,32.9287,NA
"398","Chicago, IL","Los Angeles, CA","Blue","25-35","Male","1",2010,"6-12","0.059 to 0.3768","Business travel","1+",10,81,"Eco",29,"1/29/14","AA","Paul Smith Airlines Inc.","California","Illinois",8,"20 MINS TO 60 MINS","20 MINS TO 60 MINS","No","180+ Minutes","1000.0+ MILES","0",-118.1043,33.9827,-87.8954,41.8271,NA
"399","Salt Lake City, UT","Denver, CO","Blue","36-46","Male","2",2011,"26-38","-0.451 to 0.0588","Business travel","0",30,65,"Business",11,"3/11/14","WN","Cheapseats Airlines Inc.","Colorado","Utah",15,"20 MINS TO 60 MINS","20 MINS TO 60 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-104.9551,39.7108,-111.9295,40.6408,NA
"400","Atlanta, GA","Orlando, FL","Blue","36-46","Female","2",2008,"13-25","-0.451 to 0.0588","Business travel","1+",0,75,"Business",21,"1/21/14","DL","Sigma Airlines Inc.","Florida","Georgia",7,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-81.4112,28.5844,-84.3319,33.8241,NA
"401","Houston, TX","Washington, DC","Blue","47-58","Female","2",2003,"13-25","<-0.75","Personal Travel","1",195,90,"Eco",20,"3/20/14","WN","Cheapseats Airlines Inc.","Virginia","Texas",6,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","180+ Minutes","1000.0+ MILES","0",-77.1897,38.8974,-95.3935,29.7843,NA
"402","Las Vegas, NV","Columbus, OH","Blue","71+","Female","1",2007,"13-25","-0.451 to 0.0588","Business travel","0",0,270,"Eco Plus",21,"2/21/14","WN","Cheapseats Airlines Inc.","Ohio","Nevada",8,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","180+ Minutes","1000.0+ MILES","0",-82.9685,40.0212,-115.1672,36.1349,NA
"403","Miami, FL","San Juan, PR","Blue","57-71","Female","1",2008,"13-25","<-0.75","Mileage tickets","0",0,50,"Eco Plus",20,"3/20/14","AA","Paul Smith Airlines Inc.","Puerto Rico","Florida",15,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","1000.0+ MILES","1",-66.1162,18.2882,-80.2314,26.1756,NA
"404","Houston, TX","Atlanta, GA","Gold","47-58","Male","2",2010,"26-38","-0.451 to 0.0588","Business travel","0",0,20,"Eco Plus",19,"3/19/14","EV","FlyFast Airways Inc.","Georgia","Texas",7,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-84.3319,33.8241,-95.3935,29.7843,NA
"405","Salt Lake City, UT","Elko, NV","Blue","<24","Male","1",2010,"26-38","-0.451 to 0.0588","Business travel","1+",0,75,"Eco",21,"1/21/14","OO","Northwest Business Airlines Inc.","Nevada","Utah",5,"20 MINS TO 60 MINS","20 MINS TO 60 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-115.7728,40.8368,-111.9295,40.6408,NA
"406","Minneapolis, MN","St. Louis, MO","Gold","36-46","Female","1",2003,"26-38","-0.451 to 0.0588","Business travel","1+",0,120,"Eco",28,"2/28/14","DL","Sigma Airlines Inc.","Missouri","Minnesota",17,"20 MINS TO 60 MINS","10 MINS TO 20 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-90.3409,38.6307,-93.2798,44.9782,NA
"407","Los Angeles, CA","Fresno, CA","Blue","47-58","Female","1",2012,"<6","0.059 to 0.3768","Business travel","0",0,5,"Eco",20,"3/20/14","OO","Northwest Business Airlines Inc.","California","California",6,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-119.7611,36.7878,-118.1043,33.9827,NA
"408","Los Angeles, CA","Las Vegas, NV","Blue","57-71","Female","2",2004,"26-38","-0.451 to 0.0588","Personal Travel","0",0,30,"Eco",11,"2/11/14","WN","Cheapseats Airlines Inc.","Nevada","California",9,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-115.1672,36.1349,-118.1043,33.9827,NA
"409","Austin, TX","San Francisco, CA","Blue","<24","Male","1",2005,"6-12","-0.451 to 0.0588","Business travel","1+",102,80,"Eco",31,"3/31/14","OO","Northwest Business Airlines Inc.","California","Texas",23,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","1000.0+ MILES","0",-122.1585,37.6712,-97.7615,30.3585,NA
"410","El Paso, TX","Houston, TX","Blue","71+","Female","1",2007,"13-25","<-0.75","Personal Travel","0",0,140,"Eco Plus",2,"1/2/14","WN","Cheapseats Airlines Inc.","Texas","Texas",13,"5 MINS TO 10 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-95.3935,29.7843,-106.389,31.7802,NA
"411","Detroit, MI","Los Angeles, CA","Silver","47-58","Male","1",2008,"<6","0.3768+","Business travel","1+",0,100,"Eco",27,"3/27/14","DL","Sigma Airlines Inc.","California","Michigan",11,"10 MINS TO 20 MINS","20 MINS TO 60 MINS","No","180+ Minutes","1000.0+ MILES","1",-118.1043,33.9827,-83.2276,42.49,NA
"412","Dallas, TX","Kansas City, MO","Blue","<24","Female","1",2010,"26-38","-0.451 to 0.0588","Business travel","1+",0,45,"Eco",7,"3/7/14","WN","Cheapseats Airlines Inc.","Missouri","Texas",8,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-94.5949,39.0398,-96.972,32.8127,NA
"413","St. Louis, MO","Minneapolis, MN","Silver","47-58","Male","1",2008,"6-12","<-0.75","Business travel","0",0,60,"Eco",14,"2/14/14","WN","Cheapseats Airlines Inc.","Minnesota","Missouri",12,"0-60 Mins","20 MINS TO 60 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-93.2798,44.9782,-90.3409,38.6307,NA
"414","Redding, CA","San Francisco, CA","Blue","36-46","Male","2",2008,"<6","0.059 to 0.3768","Business travel","1",0,80,"Eco",27,"1/27/14","OO","Northwest Business Airlines Inc.","California","California",12,"5 MINS TO 10 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-122.1585,37.6712,-122.3634,40.5822,NA
"415","San Diego, CA","Los Angeles, CA","Blue","47-58","Female","1",2010,"6-12","0.3768+","Personal Travel","1",300,60,"Eco",1,"2/1/14","MQ","EnjoyFlying Air Services","California","California",21,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-118.1043,33.9827,-117.1288,32.9287,NA
"416","Minneapolis, MN","San Diego, CA","Blue","36-46","Male","1",2003,"26-38","-0.451 to 0.0588","Personal Travel","1",0,60,"Eco",13,"3/13/14","DL","Sigma Airlines Inc.","California","Minnesota",12,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","180+ Minutes","1000.0+ MILES","0",-117.1288,32.9287,-93.2798,44.9782,NA
"417","San Francisco, CA","Las Vegas, NV","Gold","57-71","Male","1",2003,"38+","-0.451 to 0.0588","Business travel","0",0,70,"Eco",20,"1/20/14","WN","Cheapseats Airlines Inc.","Nevada","California",20,"20 MINS TO 60 MINS","5 MINS TO 10 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-115.1672,36.1349,-122.1585,37.6712,NA
"418","Minneapolis, MN","Cleveland, OH","Gold","36-46","Female","1",2003,"6-12","0.3768+","Business travel","1+",0,195,"Eco",7,"3/7/14","EV","FlyFast Airways Inc.","Ohio","Minnesota",18,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-81.6054,41.4436,-93.2798,44.9782,NA
"419","Atlanta, GA","Milwaukee, WI","Blue","57-71","Female","2",2012,"13-25","<-0.75","Business travel","0",30,10,"Eco Plus",24,"2/24/14","DL","Sigma Airlines Inc.","Wisconsin","Georgia",7,"20 MINS TO 60 MINS","20 MINS TO 60 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-88.1005,43.0557,-84.3319,33.8241,NA
"420","San Jose, CA","Los Angeles, CA","Blue","57-71","Female","2",2006,"38+","-0.451 to 0.0588","Personal Travel","0",0,90,"Eco",26,"2/26/14","OO","Northwest Business Airlines Inc.","California","California",7,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-118.1043,33.9827,-121.9451,37.3298,NA
"421","Anchorage, AK","Phoenix, AZ","Blue","57-71","Female","1",2008,"26-38","-0.451 to 0.0588","Personal Travel","0",0,65,"Eco Plus",1,"1/1/14","AS","FlyToSun Airlines Inc.","Arizona","Alaska",17,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","180+ Minutes","1000.0+ MILES","0",-111.97,33.4941,-149.8472,61.1679,NA
"422","Denver, CO","Philadelphia, PA","Blue","25-35","Male","1",2005,"13-25","0.059 to 0.3768","Business travel","1+",45,35,"Eco",4,"3/4/14","OU","Oursin Airlines Inc.","Pennsylvania","Colorado",7,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","180+ Minutes","1000.0+ MILES","1",-75.2984,39.9733,-104.9551,39.7108,NA
"423","San Francisco, CA","Los Angeles, CA","Blue","57-71","Female","1",2011,"13-25","-0.451 to 0.0588","Personal Travel","0",86,160,"Eco",21,"2/21/14","WN","Cheapseats Airlines Inc.","California","California",16,"20 MINS TO 60 MINS","20 MINS TO 60 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-118.1043,33.9827,-122.1585,37.6712,NA
"424","Houston, TX","Baltimore, MD","Blue","47-58","Female","2",2004,"13-25","-0.451 to 0.0588","Business travel","0",60,90,"Eco",12,"3/12/14","OU","Oursin Airlines Inc.","Maryland","Texas",5,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","1000.0+ MILES","0",-76.6478,39.2341,-95.3935,29.7843,NA
"425","New Orleans, LA","Houston, TX","Silver","36-46","Female","2",2010,"<6","0.3768+","Personal Travel","1+",30,155,"Eco Plus",5,"3/5/14","WN","Cheapseats Airlines Inc.","Texas","Louisiana",9,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-95.3935,29.7843,-90.1437,29.9547,NA
"426","Baltimore, MD","Albany, NY","Blue","<24","Female","1",2011,"13-25","<-0.75","Business travel","1+",0,40,"Eco",25,"3/25/14","WN","Cheapseats Airlines Inc.","New York","Maryland",14,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","LESS THAN 400 MILES","1",-73.7994,42.7439,-76.6478,39.2341,NA
"427","Los Angeles, CA","Phoenix, AZ","Blue","57-71","Male","1",2012,"38+","-0.451 to 0.0588","Personal Travel","0",0,15,"Eco",30,"3/30/14","WN","Cheapseats Airlines Inc.","Arizona","California",16,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","LESS THAN 400 MILES","0",-111.97,33.4941,-118.1043,33.9827,NA
"428","Baltimore, MD","Birmingham, AL","Silver","36-46","Male","1",2012,"<6","0.3768+","Business travel","1+",10,50,"Eco",23,"3/23/14","WN","Cheapseats Airlines Inc.","Alabama","Maryland",21,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-86.792,33.4691,-76.6478,39.2341,NA
"429","Minneapolis, MN","Denver, CO","Silver","47-58","Female","1",2010,"<6","0.3768+","Business travel","0",20,24,"Eco",2,"2/2/14","WN","Cheapseats Airlines Inc.","Colorado","Minnesota",14,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-104.9551,39.7108,-93.2798,44.9782,NA
"430","Denver, CO","Atlanta, GA","Silver","25-35","Male","1",2006,"6-12","-0.451 to 0.0588","Business travel","0",328,120,"Eco",28,"3/28/14","WN","Cheapseats Airlines Inc.","Georgia","Colorado",10,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","1000.0+ MILES","1",-84.3319,33.8241,-104.9551,39.7108,NA
"431","Dayton, OH","Atlanta, GA","Blue","47-58","Female","2",2006,"13-25","-0.451 to 0.0588","Personal Travel","0",0,65,"Business",19,"2/19/14","DL","Sigma Airlines Inc.","Georgia","Ohio",16,"20 MINS TO 60 MINS","20 MINS TO 60 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-84.3319,33.8241,-84.1671,39.7549,NA
"432","St. Louis, MO","Dallas, TX","Blue","<24","Female","2",2003,"26-38","-0.451 to 0.0588","Business travel","0",0,15,"Eco",11,"2/11/14","WN","Cheapseats Airlines Inc.","Texas","Missouri",7,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-96.972,32.8127,-90.3409,38.6307,NA
"433","Las Vegas, NV","San Diego, CA","Blue","36-46","Male","1",2011,"13-25","-0.451 to 0.0588","Business travel","1",65,65,"Eco",27,"3/27/14","WN","Cheapseats Airlines Inc.","California","Nevada",20,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","1",-117.1288,32.9287,-115.1672,36.1349,NA
"434","Phoenix, AZ","San Antonio, TX","Blue","57-71","Female","2",2011,"<6","0.3768+","Personal Travel","0",0,15,"Eco",25,"2/25/14","OO","Northwest Business Airlines Inc.","Texas","Arizona",8,"LESS THAN 5 MINS","5 MINS TO 10 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-98.4754,29.5144,-111.97,33.4941,NA
"435","Denver, CO","Austin, TX","Blue","71+","Male","2",2012,"6-12","<-0.75","Mileage tickets","0",0,55,"Business",19,"3/19/14","OU","Oursin Airlines Inc.","Texas","Colorado",9,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-97.7615,30.3585,-104.9551,39.7108,NA
"436","Orlando, FL","Charlotte, NC","Silver","57-71","Male","2",2005,"13-25","-0.451 to 0.0588","Personal Travel","0",45,125,"Business",20,"1/20/14","WN","Cheapseats Airlines Inc.","North Carolina","Florida",10,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-80.8158,35.2497,-81.4112,28.5844,NA
"437","Detroit, MI","Boston, MA","Silver","57-71","Female","0",2006,"38+","-0.451 to 0.0588","Personal Travel","0",0,30,"Eco Plus",12,"3/12/14","DL","Sigma Airlines Inc.","Massachusetts","Michigan",5,"LESS THAN 5 MINS","10 MINS TO 20 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-71.1407,42.3731,-83.2276,42.49,NA
"438","Cincinnati, OH","Chicago, IL","Platinum","57-71","Male","1",2012,"13-25","-0.451 to 0.0588","Business travel","0",0,90,"Eco",8,"1/8/14","OO","Northwest Business Airlines Inc.","Illinois","Kentucky",14,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-87.8954,41.8271,-84.462,39.1855,NA
"439","San Francisco, CA","Denver, CO","Blue","25-35","Female","1",2010,"<6","0.3768+","Personal Travel","1+",25,30,"Eco",21,"3/21/14","OU","Oursin Airlines Inc.","Colorado","California",17,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-104.9551,39.7108,-122.1585,37.6712,NA
"440","Chicago, IL","Denver, CO","Blue","36-46","Female","2",2011,"26-38","-0.451 to 0.0588","Personal Travel","0",0,105,"Eco",21,"2/21/14","OU","Oursin Airlines Inc.","Colorado","Illinois",13,"0-60 Mins","180+ Minutes","Yes","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-104.9551,39.7108,-87.8954,41.8271,NA
"441","Yuma, AZ","Los Angeles, CA","Blue","36-46","Female","2",2006,"<6","0.3768+","Personal Travel","1+",0,55,"Eco",5,"3/5/14","OO","Northwest Business Airlines Inc.","California","Arizona",12,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-118.1043,33.9827,-114.5683,32.6772,NA
"442","Denver, CO","Portland, OR","Blue","47-58","Female","2",2008,"26-38","-0.451 to 0.0588","Mileage tickets","0",0,25,"Eco",2,"1/2/14","WN","Cheapseats Airlines Inc.","Oregon","Colorado",8,"LESS THAN 5 MINS","10 MINS TO 20 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-122.6511,45.5204,-104.9551,39.7108,NA
"443","Las Vegas, NV","Phoenix, AZ","Blue","36-46","Male","1",2003,"13-25","-0.451 to 0.0588","Business travel","1+",0,60,"Eco",20,"2/20/14","US","Southeast Airlines Co.","Arizona","Nevada",14,"LESS THAN 5 MINS","5 MINS TO 10 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-111.97,33.4941,-115.1672,36.1349,NA
"444","St. Louis, MO","Orlando, FL","Blue","36-46","Male","1",2003,"13-25","-0.451 to 0.0588","Mileage tickets","0",243,65,"Business",26,"1/26/14","WN","Cheapseats Airlines Inc.","Florida","Missouri",18,"10 MINS TO 20 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-81.4112,28.5844,-90.3409,38.6307,NA
"445","Atlanta, GA","Lafayette, LA","Blue","57-71","Female","1",2007,"38+","-0.451 to 0.0588","Business travel","0",90,30,"Eco",19,"2/19/14","EV","FlyFast Airways Inc.","Louisiana","Georgia",7,"LESS THAN 5 MINS","5 MINS TO 10 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-92.0133,30.1654,-84.3319,33.8241,NA
"446","Atlanta, GA","Cleveland, OH","Platinum","47-58","Male","1",2010,"6-12","-0.451 to 0.0588","Business travel","0",0,15,"Eco",9,"2/9/14","DL","Sigma Airlines Inc.","Ohio","Georgia",8,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-81.6054,41.4436,-84.3319,33.8241,NA
"447","Jacksonville, FL","Atlanta, GA","Blue","71+","Male","2",2003,"26-38","-0.451 to 0.0588","Personal Travel","0",105,105,"Eco",9,"3/9/14","FL","FlyHere Airways","Georgia","Florida",13,"20 MINS TO 60 MINS","20 MINS TO 60 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-84.3319,33.8241,-81.6427,30.2401,NA
"448","Boston, MA","Miami, FL","Blue","36-46","Male","2",2006,"13-25","<-0.75","Business travel","1",0,30,"Eco",6,"2/6/14","AA","Paul Smith Airlines Inc.","Florida","Massachusetts",10,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","1000.0+ MILES","0",-80.2314,26.1756,-71.1407,42.3731,NA
"449","Los Angeles, CA","Charlotte, NC","Blue","36-46","Female","1",2008,"<6","0.3768+","Personal Travel","1+",0,150,"Business",17,"3/17/14","US","Southeast Airlines Co.","North Carolina","California",16,"0-60 Mins","60 MINS TO 180 MINS","No","180+ Minutes","1000.0+ MILES","0",-80.8158,35.2497,-118.1043,33.9827,NA
"450","New York, NY","Tampa, FL","Blue","57-71","Female","1",2003,"38+","-0.451 to 0.0588","Personal Travel","0",0,40,"Business",12,"1/12/14","DL","Sigma Airlines Inc.","Florida","New York",7,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","1000.0+ MILES","0",-82.5132,28.0062,-73.9702,40.7184,NA
"451","Sacramento, CA","Los Angeles, CA","Silver","36-46","Female","1",2012,"<6","0.059 to 0.3768","Business travel","1+",0,40,"Eco",5,"3/5/14","OO","Northwest Business Airlines Inc.","California","California",9,"5 MINS TO 10 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","LESS THAN 400 MILES","0",-118.1043,33.9827,-121.3247,38.6386,NA
"452","Detroit, MI","Boston, MA","Blue","71+","Female","1",2004,"13-25","-0.451 to 0.0588","Personal Travel","0",240,70,"Business",16,"2/16/14","DL","Sigma Airlines Inc.","Massachusetts","Michigan",5,"0-60 Mins","20 MINS TO 60 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-71.1407,42.3731,-83.2276,42.49,NA
"453","Dallas, TX","El Paso, TX","Blue","36-46","Female","1",2003,"6-12","<-0.75","Business travel","1+",0,100,"Eco",18,"2/18/14","WN","Cheapseats Airlines Inc.","Texas","Texas",8,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-106.389,31.7802,-96.972,32.8127,NA
"454","San Luis Obispo, CA","Phoenix, AZ","Silver","57-71","Male","1",2003,"13-25","<-0.75","Mileage tickets","0",0,150,"Eco",28,"2/28/14","OO","Northwest Business Airlines Inc.","Arizona","California",11,"20 MINS TO 60 MINS","20 MINS TO 60 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-111.97,33.4941,-120.6655,35.2792,NA
"455","Albany, NY","Chicago, IL","Blue","25-35","Male","1",2006,"26-38","-0.451 to 0.0588","Personal Travel","0",65,0,"Eco",12,"2/12/14","OU","Oursin Airlines Inc.","Illinois","New York",13,"0-60 Mins","60 MINS TO 180 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-87.8954,41.8271,-73.7994,42.7439,NA
"456","Las Vegas, NV","Phoenix, AZ","Silver","25-35","Female","1",2009,"<6","0.3768+","Mileage tickets","1+",0,40,"Eco Plus",24,"2/24/14","WN","Cheapseats Airlines Inc.","Arizona","Nevada",11,"5 MINS TO 10 MINS","5 MINS TO 10 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","1",-111.97,33.4941,-115.1672,36.1349,NA
"457","Miami, FL","Houston, TX","Blue","71+","Female","2",2004,"38+","-0.451 to 0.0588","Personal Travel","0",0,70,"Eco",25,"3/25/14","OU","Oursin Airlines Inc.","Texas","Florida",21,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-95.3935,29.7843,-80.2314,26.1756,NA
"458","Knoxville, TN","Denver, CO","Blue","47-58","Male","1",2009,"6-12","<-0.75","Personal Travel","0",0,60,"Eco",23,"2/23/14","EV","FlyFast Airways Inc.","Colorado","Tennessee",18,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","1000.0+ MILES","0",-104.9551,39.7108,-84.0244,35.9168,NA
"459","Columbus, OH","Chicago, IL","Blue","25-35","Male","2",2011,"<6","0.3768+","Business travel","1+",0,45,"Eco",12,"2/12/14","MQ","EnjoyFlying Air Services","Illinois","Ohio",19,"20 MINS TO 60 MINS","20 MINS TO 60 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-87.8954,41.8271,-82.9685,40.0212,NA
