"","Partner.Name","Age","Gender","Airline.Status","Price.Sensitivity","Loyalty","Type.of.Travel","Total.Freq.Flyer.Accts","Class","Flights.Per.Year","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Flight.time.in.minutes","Flight.Distance","Flight.cancelled","Likelihood.to.recommend"
"2261","Southeast Airlines Co.","57-71","Male","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco","38+","20 MINS TO 60 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"2262","FlyHere Airways","57-71","Male","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"2263","Paul Smith Airlines Inc.","36-46","Male","Blue","2","0.3768+","Business travel","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"2264","Sigma Airlines Inc.","57-71","Female","Silver","1","<-0.75","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"2265","Cheapseats Airlines Inc.","47-58","Female","Blue","1","0.3768+","Business travel","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"2266","FlyFast Airways Inc.","71+","Male","Blue","3","-0.451 to 0.0588","Personal Travel","0","Business","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"2267","Cheapseats Airlines Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"2268","Northwest Business Airlines Inc.","36-46","Female","Gold","2","-0.451 to 0.0588","Business travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"2269","Cheapseats Airlines Inc.","36-46","Female","Silver","1","<-0.75","Personal Travel","0","Eco Plus","<6","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"2270","Northwest Business Airlines Inc.","25-35","Female","Silver","1","-0.451 to 0.0588","Mileage tickets","1","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"2271","Oursin Airlines Inc.","47-58","Male","Silver","1","-0.451 to 0.0588","Business travel","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"2272","FlyFast Airways Inc.","25-35","Male","Blue","2","0.059 to 0.3768","Mileage tickets","1+","Eco","13-25","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"2273","Southeast Airlines Co.","36-46","Male","Blue","2","<-0.75","Personal Travel","1","Eco Plus","6-12","20 MINS TO 60 MINS","10 MINS TO 20 MINS","180+ Minutes","1000.0+ MILES","No","0"
"2274","Oursin Airlines Inc.","47-58","Male","Blue","2","0.3768+","Business travel","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"2275","Sigma Airlines Inc.","25-35","Female","Blue","2","-0.451 to 0.0588","Business travel","0","Eco","26-38","20 MINS TO 60 MINS","20 MINS TO 60 MINS","LESS THAN 60 MINS","400 MILES TO 1000.0 MILES","No","0"
"2276","Cheapseats Airlines Inc.","<24","Female","Blue","2","-0.451 to 0.0588","Business travel","1","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"2277","Cheapseats Airlines Inc.","25-35","Male","Blue","1","0.3768+","Business travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"2278","Sigma Airlines Inc.","25-35","Male","Blue","2","-0.451 to 0.0588","Business travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"2279","Paul Smith Airlines Inc.","25-35","Female","Silver","2","-0.451 to 0.0588","Business travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"2280","OnlyJets Airlines Inc.","57-71","Male","Gold","0","-0.451 to 0.0588","Business travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"2281","Northwest Business Airlines Inc.","36-46","Female","Silver","2","0.3768+","Personal Travel","1","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"2282","Oursin Airlines Inc.","47-58","Female","Silver","1","0.3768+","Business travel","0","Eco","<6","10 MINS TO 20 MINS","20 MINS TO 60 MINS","180+ Minutes","1000.0+ MILES","No","0"
"2283","Cheapseats Airlines Inc.","<24","Female","Blue","1","<-0.75","Business travel","1","Eco Plus","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"2284","Cheapseats Airlines Inc.","47-58","Female","Blue","2","<-0.75","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"2285","Northwest Business Airlines Inc.","57-71","Male","Blue","2","<-0.75","Business travel","0","Eco","6-12","20 MINS TO 60 MINS","20 MINS TO 60 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"2286","Cheapseats Airlines Inc.","57-71","Male","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"2287","Cheapseats Airlines Inc.","<24","Female","Blue","2","<-0.75","Personal Travel","1+","Eco","13-25","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"2288","Sigma Airlines Inc.","<24","Male","Blue","3","<-0.75","Personal Travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"2289","Cheapseats Airlines Inc.","25-35","Female","Blue","1","0.059 to 0.3768","Business travel","1+","Eco","13-25","0","0","60 MINS TO 180 MINS","1000.0+ MILES","Yes","0"
"2290","Southeast Airlines Co.","57-71","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco Plus","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"2291","FlyFast Airways Inc.","<24","Female","Platinum","2","-0.451 to 0.0588","Business travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"2292","Northwest Business Airlines Inc.","<24","Male","Blue","1","<-0.75","Mileage tickets","1","Eco Plus","13-25","10 MINS TO 20 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","1"
"2293","Cheapseats Airlines Inc.","71+","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"2294","Southeast Airlines Co.","47-58","Female","Blue","1","<-0.75","Business travel","0","Eco","6-12","20 MINS TO 60 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"2295","FlyFast Airways Inc.","36-46","Male","Blue","1","<-0.75","Business travel","1","Eco Plus","13-25","20 MINS TO 60 MINS","5 MINS TO 10 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"2296","Northwest Business Airlines Inc.","25-35","Male","Blue","1","0.3768+","Business travel","1+","Business","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"2297","Cheapseats Airlines Inc.","25-35","Male","Blue","2","-0.451 to 0.0588","Business travel","1","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"2298","Southeast Airlines Co.","25-35","Male","Blue","2","0.3768+","Business travel","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"2299","FlyFast Airways Inc.","<24","Male","Blue","1","0.059 to 0.3768","Business travel","1","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"2300","Oursin Airlines Inc.","36-46","Female","Silver","1","<-0.75","Business travel","1","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"2301","FlyToSun Airlines Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"2302","EnjoyFlying Air Services","<24","Female","Blue","2","-0.451 to 0.0588","Personal Travel","1+","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"2303","Southeast Airlines Co.","25-35","Male","Blue","0","-0.451 to 0.0588","Business travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"2304","FlyToSun Airlines Inc.","47-58","Male","Blue","1","<-0.75","Business travel","1","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"2305","Oursin Airlines Inc.","71+","Female","Gold","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"2306","GoingNorth Airlines Inc.","25-35","Female","Gold","2","<-0.75","Personal Travel","0","Eco Plus","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"2307","Cheapseats Airlines Inc.","36-46","Female","Blue","1","<-0.75","Personal Travel","1","Business","13-25","10 MINS TO 20 MINS","10 MINS TO 20 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"2308","EnjoyFlying Air Services","71+","Female","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"2309","Cheapseats Airlines Inc.","71+","Male","Silver","1","<-0.75","Business travel","0","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"2310","Cheapseats Airlines Inc.","25-35","Female","Gold","2","0.3768+","Business travel","1","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"2311","FlyToSun Airlines Inc.","47-58","Female","Gold","2","<-0.75","Business travel","0","Eco Plus","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"2312","FlyHere Airways","57-71","Male","Platinum","1","<-0.75","Business travel","0","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"2313","Paul Smith Airlines Inc.","25-35","Male","Silver","1","0.059 to 0.3768","Business travel","1","Eco","<6","0-60 Mins","180+ Minutes","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"2314","Paul Smith Airlines Inc.","71+","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","20 MINS TO 60 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"2315","Cheapseats Airlines Inc.","36-46","Male","Blue","2","<-0.75","Business travel","1+","Eco","13-25","5 MINS TO 10 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","0"
"2316","Northwest Business Airlines Inc.","25-35","Female","Blue","2","<-0.75","Business travel","0","Eco Plus","13-25","0","0","60 MINS TO 180 MINS","LESS THAN 400 MILES","Yes","1"
"2317","FlyHere Airways","57-71","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Eco Plus","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"2318","Cheapseats Airlines Inc.","57-71","Female","Silver","1","-0.451 to 0.0588","Business travel","0","Eco Plus","26-38","10 MINS TO 20 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","0"
"2319","Northwest Business Airlines Inc.","47-58","Male","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"2320","Cheapseats Airlines Inc.","36-46","Male","Blue","1","-0.451 to 0.0588","Business travel","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"2321","Sigma Airlines Inc.","25-35","Male","Blue","2","-0.451 to 0.0588","Business travel","1+","Eco","13-25","10 MINS TO 20 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"2322","Cheapseats Airlines Inc.","57-71","Female","Blue","0","-0.451 to 0.0588","Personal Travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"2323","Northwest Business Airlines Inc.","47-58","Female","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","20 MINS TO 60 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"2324","Cheapseats Airlines Inc.","71+","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"2325","Cheapseats Airlines Inc.","36-46","Male","Blue","2","0.3768+","Mileage tickets","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"2326","Cheapseats Airlines Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"2327","Cheapseats Airlines Inc.","71+","Male","Gold","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","5 MINS TO 10 MINS","5 MINS TO 10 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"2328","Northwest Business Airlines Inc.","36-46","Female","Blue","2","0.3768+","Business travel","1+","Eco","6-12","0-60 Mins","60 MINS TO 180 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"2329","FlyFast Airways Inc.","47-58","Male","Gold","1","0.3768+","Business travel","1+","Eco","<6","LESS THAN 5 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"2330","OnlyJets Airlines Inc.","47-58","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Eco Plus","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"2331","EnjoyFlying Air Services","71+","Female","Blue","2","-0.451 to 0.0588","Personal Travel","1","Eco","38+","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"2332","FlyFast Airways Inc.","57-71","Male","Blue","2","-0.451 to 0.0588","Personal Travel","1+","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"2333","Southeast Airlines Co.","71+","Female","Silver","1","<-0.75","Personal Travel","0","Eco","13-25","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"2334","Sigma Airlines Inc.","47-58","Male","Silver","1","<-0.75","Personal Travel","0","Eco","13-25","0-60 Mins","180+ Minutes","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"2335","Northwest Business Airlines Inc.","47-58","Female","Blue","2","<-0.75","Business travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"2336","Cheapseats Airlines Inc.","36-46","Female","Silver","2","-0.451 to 0.0588","Business travel","1","Eco Plus","<6","10 MINS TO 20 MINS","10 MINS TO 20 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"2337","Sigma Airlines Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Personal Travel","1","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"2338","Sigma Airlines Inc.","57-71","Female","Gold","2","-0.451 to 0.0588","Business travel","0","Eco","38+","LESS THAN 5 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"2339","Cheapseats Airlines Inc.","47-58","Male","Blue","1","<-0.75","Business travel","0","Eco","13-25","20 MINS TO 60 MINS","20 MINS TO 60 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"2340","FlyFast Airways Inc.","25-35","Female","Blue","2","0.3768+","Business travel","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"2341","FlyFast Airways Inc.","25-35","Male","Blue","1","0.3768+","Business travel","0","Eco","<6","LESS THAN 5 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"2342","FlyFast Airways Inc.","<24","Male","Blue","2","-0.451 to 0.0588","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"2343","EnjoyFlying Air Services","<24","Male","Blue","2","-0.451 to 0.0588","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"2344","EnjoyFlying Air Services","36-46","Female","Silver","1","<-0.75","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"2345","Sigma Airlines Inc.","36-46","Male","Blue","2","-0.451 to 0.0588","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"2346","Northwest Business Airlines Inc.","25-35","Male","Blue","2","0.3768+","Business travel","1+","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"2347","OnlyJets Airlines Inc.","57-71","Male","Blue","1","<-0.75","Business travel","1","Business","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"2348","Cheapseats Airlines Inc.","71+","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","20 MINS TO 60 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"2349","Cheapseats Airlines Inc.","47-58","Female","Gold","2","-0.451 to 0.0588","Business travel","0","Eco","13-25","10 MINS TO 20 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"2350","Sigma Airlines Inc.","57-71","Female","Gold","1","-0.451 to 0.0588","Business travel","0","Business","13-25","LESS THAN 5 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"2351","Paul Smith Airlines Inc.","25-35","Female","Blue","1","-0.451 to 0.0588","Business travel","1+","Eco","6-12","5 MINS TO 10 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"2352","Northwest Business Airlines Inc.","36-46","Male","Silver","1","0.3768+","Business travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"2353","Northwest Business Airlines Inc.","71+","Female","Silver","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"2354","Sigma Airlines Inc.","47-58","Female","Silver","1","-0.451 to 0.0588","Business travel","0","Eco Plus","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"2355","Cheapseats Airlines Inc.","57-71","Male","Blue","1","<-0.75","Personal Travel","0","Business","13-25","10 MINS TO 20 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","1"
"2356","FlyFast Airways Inc.","25-35","Male","Silver","2","<-0.75","Business travel","0","Eco","6-12","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","0"
"2357","EnjoyFlying Air Services","71+","Male","Blue","3","<-0.75","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"2358","Cheapseats Airlines Inc.","25-35","Female","Silver","1","0.3768+","Business travel","1+","Eco","<6","20 MINS TO 60 MINS","20 MINS TO 60 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"2359","Northwest Business Airlines Inc.","36-46","Female","Gold","1","0.3768+","Business travel","1","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"2360","Northwest Business Airlines Inc.","47-58","Male","Blue","1","<-0.75","Business travel","0","Eco","13-25","LESS THAN 5 MINS","20 MINS TO 60 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"2361","FlyFast Airways Inc.","71+","Female","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"2362","Southeast Airlines Co.","71+","Male","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
